章节,文件,修改编号,修改前内容,修改后内容
第7章：自主决定探索CNM,part1/1.07.md,020,在我们关系之前,在我们这段关系之前
第7章：自主决定探索CNM,part1/1.07.md,021,依然存在的,依然存在
第7章：自主决定探索CNM,part1/1.07.md,022,这个社区,这个社群
第7章：自主决定探索CNM,part1/1.07.md,023,gray-ace,grey-ace
第7章：自主决定探索CNM,part1/1.07.md,024,这符合他们认为自己应有的面貌,这契合他们对自我的认知
第7章：自主决定探索CNM,part1/1.07.md,025,## 合意非单偶制适合你吗？,### 合意非单偶制适合你吗？
第7章：自主决定探索CNM,part1/1.07.md,026,他们觉得自己应当对CNM持开放态度,他们觉得自己***应当***对CNM持开放态度
第7章：自主决定探索CNM,part1/1.07.md,027,更有与他人的连结感吗？,更有与他人的连结感——还是恰恰相反？
第7章：自主决定探索CNM,part1/1.07.md,028,准备了,准备好了
第7章：自主决定探索CNM,part1/1.07.md,029,（问题列表前有 > 引用块格式）> - 一段情感关系…,（移除 > 引用块格式） - 一段情感关系…
第7章：自主决定探索CNM,part1/1.07.md,030,你的伴侣会喜欢别人,你的伴侣（们）会喜欢别人
第8章：我们身处的文化,part1/1.08.md,001,更重要的问题是要去**审判**在神圣的伴侣关系之外发生的性关系,更重要的问题在于**认可（许可）**在神圣的伴侣关系之外发生的性关系
第8章：我们身处的文化,part1/1.08.md,002,对**共识**非单偶制关系的态度,对**合意**非单偶制关系的态度
第8章：我们身处的文化,part1/1.08.md,003,丹和**莎拉**有着,丹和**萨拉**有着
第8章：我们身处的文化,part1/1.08.md,004,凯莉·詹金斯…一书的作者。她认为…,凯莉·詹金斯…一书的作者，**本人也是合意非单偶者**。她认为…
第8章：我们身处的文化,part1/1.08.md,005,你可以真正感受到这种**直观的**…污名,你可以真正感受到这种**发自肺腑的**…污名
第8章：我们身处的文化,part1/1.08.md,006,这实际上在**探讨人类该怎么存在这样的话题**了,这实际上就是**当下热炒的那种存在主义论题**
第8章：我们身处的文化,part1/1.08.md,007,这一点在美国的保守派圈子里是明确**表达了出来的**,这一点在美国的保守派圈子里是明确**表达了出来**
第8章：我们身处的文化,part1/1.08.md,008,一些人试图**重新开发**这类语言,一些人试图**再造（reclaim）**这类语言
第8章：我们身处的文化,part1/1.08.md,009,只能有一个**全能的**恋爱伴侣,恋爱伴侣就是你的**唯一全部**
第8章：我们身处的文化,part1/1.08.md,010,开始质疑**单一伴侣制**,开始质疑**单偶制**
第8章：我们身处的文化,part1/1.08.md,011,与美国的多边关系圈子相比，英国的多边关系圈子,与美国的**poly**圈子相比，英国的**poly**圈子
第8章：我们身处的文化,part1/1.08.md,012,与多边关系、开放式关系和换偶相关的内容,与**多边恋**、开放式关系和换偶相关的内容
第8章：我们身处的文化,part1/1.08.md,013,我开始**多边恋**的时候…我们是**多角恋**…探索**多边关系**,我开始**poly**的时候…我们是**poly关系**…探索**poly**
第8章：我们身处的文化,part1/1.08.md,014,在人际关系**中中都**背负着什么,在人际关系**中都**背负着什么
第8章：我们身处的文化,part1/1.08.md,015,梅**根**-约翰·巴克（两处）,梅**格**-约翰·巴克
第8章：我们身处的文化,part1/1.08.md,016,道德基石列表格式混乱（首项无项目符号、其余在引用块内）,六项统一为同级无序列表
第8章：我们身处的文化,part1/1.08.md,017,而是呈现为一种标准或理想**被呈现**,而是呈现为一种标准或理想
第8章：我们身处的文化,part1/1.08.md,018,单偶制的理想实际上已经**走入了绝路**,单偶制的理想已经**发展得自成一体**
第8章：我们身处的文化,part1/1.08.md,019,手牵手走在街上——我想这已经不是什么新闻了——有人对此做出非常消极的反应，那些发自肺腑的、甚至可能带点儿暴力的反应,手牵手走在街上，有人对此是真心地反应很大、甚至可能动用暴力——我想这已经不是什么新闻了——这种行为
第8章：我们身处的文化,part1/1.08.md,020,"""种马（stud）""或""花花公子（**playboy**）""","""种马（stud）""或""玩咖（**player**）"""
第8章：我们身处的文化,part1/1.08.md,021,"如果加上""**同意的**""这一修饰词","如果加上""**知情同意**""这一修饰词"
第8章：我们身处的文化,part1/1.08.md,022,LGBT / **同性恋**群体…**同性恋**文化,LGBT / **酷儿**群体…**酷儿**文化
第8章：我们身处的文化,part1/1.08.md,023,艾米**-**摩尔斯,艾米**·**摩尔斯
第8章：我们身处的文化,part1/1.08.md,024,（Moors发言段落无引用块格式）对吧？出于很多不同的原因…,> 对吧？出于很多不同的原因…
第8章：我们身处的文化,part1/1.08.md,025,**那将通常被**描述为，嗯，失败,**通常会被**描述为，嗯，失败
第8章：我们身处的文化,part1/1.08.md,026,一个人人**都有不同想法**的时代,一个人们**想法不同**的时代
第8章：我们身处的文化,part1/1.08.md,027,而且长期以来**由**一种空气**占据了**主导地位,长期以来，一种空气**始终占据着**主导地位
第8章：我们身处的文化,part1/1.08.md,028,道德**基石**理论,道德**基础**理论
第8章：我们身处的文化,part1/1.08.md,029,这些小**故事都是假想出来的**,这些小**传都是假想出来的**
第8章：我们身处的文化,part1/1.08.md,030,基本上是…的**双模式分布**,基本上是…的**双峰分布**
第8章：我们身处的文化,part1/1.08.md,031,可能确实会说服,***可能*确实会说服**
第9章：上帝，自然，以及其他的对手,part1/1.09.md,001,"如果说""跟大多数人作对""对你而言只是小菜一碟","如果说""跟充满敌意的大多数人作对""对你而言还不够有挑战性"
第9章：上帝，自然，以及其他的对手,part1/1.09.md,002,强调性传播疾病传播的风险,强调感染性传播疾病的风险
第9章：上帝，自然，以及其他的对手,part1/1.09.md,003,这会让保守派的更有理由,这会让保守派更有理由
第9章：上帝，自然，以及其他的对手,part1/1.09.md,004,只会让一些人感到厌恶,只会把一些人吓得不轻
第9章：上帝，自然，以及其他的对手,part1/1.09.md,005,亚伯拉罕、雅各布、以扫、以利加拿,亚伯拉罕、雅各、以扫、以利加拿
第9章：上帝，自然，以及其他的对手,part1/1.09.md,006,宗教的指示其实并不咋样,宗教的指示其实并非最佳指南
第9章：上帝，自然，以及其他的对手,part1/1.09.md,007,"发生性关系：如果他娶了另一个女人，他不能剥夺第一个女人的食物、衣服和性生活。如果他不给她提供这三样东西，她就可以自由离开，而不必为此付出代价""。","发生性关系：""如果他娶了另一个女人，他不能剥夺第一个女人的食物、衣服和性生活。如果他不给她提供这三样东西，她就可以自由离开，而不必为此付出代价。"""
第9章：上帝，自然，以及其他的对手,part1/1.09.md,008,conjugal or martial rights,conjugal or marital rights
第9章：上帝，自然，以及其他的对手,part1/1.09.md,009,chestity,chastity
第9章：上帝，自然，以及其他的对手,part1/1.09.md,010,有婚约在身（可以无需自愿）,有婚约在身（不一定出于她自愿）
第9章：上帝，自然，以及其他的对手,part1/1.09.md,011,慷慨的老好人,一个和善的老兄
第9章：上帝，自然，以及其他的对手,part1/1.09.md,012,"""去吧，不要再犯罪恶（sin no more）""","""去吧，不要再犯罪恶（sin no more）。"""
第9章：上帝，自然，以及其他的对手,part1/1.09.md,013,倍受争议,备受争议
第9章：上帝，自然，以及其他的对手,part1/1.09.md,014,两性（intersex）的人,间性（intersex）的人
第9章：上帝，自然，以及其他的对手,part1/1.09.md,015,虽然是保罗所写,虽归名于保罗
第9章：上帝，自然，以及其他的对手,part1/1.09.md,016,佛陀斥责僧人须菩提（Sudinna）,佛陀斥责僧人须提那（Sudinna）
第9章：上帝，自然，以及其他的对手,part1/1.09.md,017,"佛教一般提倡""中道""：不偏于一边","佛教一般提倡""中道""：凡事不过度"
第9章：上帝，自然，以及其他的对手,part1/1.09.md,018,"""*快速临时婚姻*（*nikah mut'ah*）""","""临时婚姻（*nikah mut'ah*）"""
第9章：上帝，自然，以及其他的对手,part1/1.09.md,019,Unitarianis,Unitarianism
第9章：上帝，自然，以及其他的对手,part1/1.09.md,020,伊丽莎白-谢夫（Elisabeth Sheff）,伊丽莎白·谢夫（Elisabeth Sheff）
第9章：上帝，自然，以及其他的对手,part1/1.09.md,021,一位论,一位普世论（Unitarian Universalism）
第9章：上帝，自然，以及其他的对手,part1/1.09.md,022,我们也被教了很多关于异性恋的神话,关于异性恋，我们也被灌输了大致相同的说法
第9章：上帝，自然，以及其他的对手,part1/1.09.md,023,而它们这些陌生的雄性田鼠平时都是她们发出攻击性声音的对象,而它们这些陌生的雄性田鼠同时都是她们发出攻击性声音的对象
第9章：上帝，自然，以及其他的对手,part1/1.09.md,024,他的搭档、精神病学家朱迪斯·利普顿,他的伴侣、精神病学家朱迪斯·利普顿
第9章：上帝，自然，以及其他的对手,part1/1.09.md,025,这与…的想法不谋而合,这隐隐呼应了…的诉求
第9章：上帝，自然，以及其他的对手,part1/1.09.md,026,变得出现混乱,变得混乱
第9章：上帝，自然，以及其他的对手,part1/1.09.md,027,与进入农业社会之前的人类（更注重谁最强、谁最坏）大不相同的是，这里的人似乎更注重合作,"前农业时代的人类远非以""谁最强最狠""为重，反而更注重合作"
第9章：上帝，自然，以及其他的对手,part1/1.09.md,028,的适应性尽可能扩大,的总体适应度（inclusive fitness）[^23]尽可能扩大
第9章：上帝，自然，以及其他的对手,part1/1.09.md,029,你能想到的每一种生物学现象，都一定会发生，因为,你能想到的每一种生物学现象之所以最终存在，归根结底是因为
第9章：上帝，自然，以及其他的对手,part1/1.09.md,030,并没有没有,并没有
第9章：上帝，自然，以及其他的对手,part1/1.09.md,031,一定程度的性独享（sexual exclusivity）,一定程度的性爱排他性（sexual exclusivity）
第9章：上帝，自然，以及其他的对手,part1/1.09.md,032,一整个村子[^23],一整个村子[^24]
第9章：上帝，自然，以及其他的对手,part1/1.09.md,033,孩儿这一生中,孩子这一生中
第9章：上帝，自然，以及其他的对手,part1/1.09.md,034,为什么不是多配偶家庭呢？,为什么不考虑多配偶家庭呢？
第9章：上帝，自然，以及其他的对手,part1/1.09.md,035,纯属偶然，我曾经住在,纯属个人见闻，我曾经住在
第9章：上帝，自然，以及其他的对手,part1/1.09.md,036,[^7]:   译者注：Jimi Hendrix,[^7]:   译注：Jimi Hendrix
第9章：上帝，自然，以及其他的对手,part1/1.09.md,037,（脚注[^21]）数量重大,（脚注[^21]）数量众多
第9章：上帝，自然，以及其他的对手,part1/1.09.md,038,（新增脚注）,[^23]: 译注：inclusive fitness…
第9章：上帝，自然，以及其他的对手,part1/1.09.md,039,[^23]: 原注：…,[^24]: 原注：…
